Subscriber_id,Subscription_duration,Monthly_subscription_fee,Subscription_plan,Payment_method,Total_revenue,Subscription_cancelled,Status,Revenue_lost
6990-YNRIO,65,108.65,Two year,Bank transfer (automatic),6937.95,Yes,Churned,108.65
8958-JPTRR,56,24.30,One year,Electronic check,1261.7,No,Active,0
6959-GQEGV,45,75.95,Month-to-month,Electronic check,3273.8,No,Active,0
3173-WSSUE,71,19.70,Two year,Credit card (automatic),1415.85,No,Active,0
1265-HVPZB,59,66.40,One year,Credit card (automatic),3958.2,No,Active,0
4115-UMJFQ,69,35.75,One year,Bank transfer (automatic),2492.25,No,Active,0
7369-TRPFD,19,18.80,One year,Mailed check,279.2,No,Active,0
1098-KFQEC,55,19.40,Two year,Credit card (automatic),1083,No,Active,0
7190-XHTWJ,38,19.30,One year,Mailed check,755.5,No,Active,0
0621-TWIEM,10,45.55,Month-to-month,Electronic check,402.6,Yes,Churned,45.55
3537-RYBHH,47,67.45,Month-to-month,Credit card (automatic),3252,No,Active,0
2485-ITVKB,2,35.10,Month-to-month,Electronic check,68.75,Yes,Churned,35.10
3669-OYSJI,1,46.20,Month-to-month,Credit card (automatic),46.2,Yes,Churned,46.20
1612-EOHDH,1,45.15,Month-to-month,Electronic check,45.15,Yes,Churned,45.15
6702-OHFWR,1,43.30,Month-to-month,Electronic check,43.3,Yes,Churned,43.30
5296-BFCYD,46,20.10,Two year,Mailed check,936.85,No,Active,0
4510-PYUSH,38,57.15,Month-to-month,Credit card (automatic),2250.65,Yes,Churned,57.15
9359-JANWS,65,58.90,Two year,Credit card (automatic),3857.1,No,Active,0
7517-SAWMO,19,73.20,Month-to-month,Electronic check,1441.1,Yes,Churned,73.20
4143-HHPMK,52,85.35,Month-to-month,Electronic check,4338.6,Yes,Churned,85.35
3279-DYZQM,71,19.45,Two year,Mailed check,1378.45,No,Active,0
7054-LGEQW,1,45.95,Month-to-month,Mailed check,45.95,Yes,Churned,45.95
0523-VNGTF,52,50.50,Month-to-month,Electronic check,2566.3,No,Active,0
9575-IWCAZ,6,25.10,One year,Mailed check,171,No,Active,0
7105-MXJLL,26,60.70,One year,Mailed check,1597.4,No,Active,0
7064-FRRSW,48,99.00,One year,Electronic check,4744.35,No,Active,0
7940-UQQUG,64,104.40,One year,Bank transfer (automatic),6721.6,No,Active,0
0923-PNFUB,3,83.75,Month-to-month,Electronic check,247.25,Yes,Churned,83.75
3961-SXAXY,1,44.05,Month-to-month,Bank transfer (automatic),44.05,No,Active,0
7010-BRBUU,72,24.10,Two year,Credit card (automatic),1734.65,No,Active,0
3566-HJGPK,1,45.55,Month-to-month,Mailed check,45.55,No,Active,0
3062-ICYZQ,51,93.80,Month-to-month,Electronic check,4539.35,No,Active,0
9938-PRCVK,41,19.70,Two year,Bank transfer (automatic),804.25,No,Active,0
0973-KYVNF,72,70.65,Two year,Credit card (automatic),5011.15,No,Active,0
5129-HHMZC,43,86.45,Two year,Credit card (automatic),3574.5,No,Active,0
9637-CDTKZ,72,114.10,Two year,Credit card (automatic),8086.4,No,Active,0
3946-JEWRQ,47,95.20,One year,Credit card (automatic),4563,No,Active,0
7873-CVMAW,72,88.55,Two year,Credit card (automatic),6362.35,No,Active,0
0463-WZZKO,3,20.75,Month-to-month,Credit card (automatic),67.1,No,Active,0
3494-JCHRQ,1,70.05,Month-to-month,Electronic check,70.05,Yes,Churned,70.05
6474-FVJLC,2,86.00,Month-to-month,Electronic check,165.45,Yes,Churned,86.00
4524-QCSSM,26,44.65,Month-to-month,Bank transfer (automatic),1156.55,No,Active,0
5832-EXGTT,29,60.20,Month-to-month,Mailed check,1834.15,No,Active,0
8840-DQLGN,35,100.50,Month-to-month,Bank transfer (automatic),3653.35,Yes,Churned,100.50
2039-JONDJ,27,55.45,One year,Bank transfer (automatic),1477.65,No,Active,0
7217-JYHOQ,24,70.30,Month-to-month,Credit card (automatic),1706.45,No,Active,0
6695-FRVEC,67,60.40,Two year,Bank transfer (automatic),3953.7,No,Active,0
4547-LYTDD,16,72.65,Month-to-month,Electronic check,1194.3,Yes,Churned,72.65
9894-QMIMJ,23,55.80,One year,Bank transfer (automatic),1327.85,No,Active,0
8069-YQQAJ,14,31.10,Month-to-month,Mailed check,419.7,No,Active,0
6770-XUAGN,1,21.00,Month-to-month,Electronic check,21,Yes,Churned,21.00
4193-ORFCL,1,45.10,Month-to-month,Mailed check,45.1,Yes,Churned,45.10
1636-NTNCO,4,50.95,Month-to-month,Credit card (automatic),207.35,No,Active,0
3466-WAESX,16,69.10,Month-to-month,Electronic check,1083.7,No,Active,0
9281-PKKZE,46,43.95,Month-to-month,Electronic check,2007.85,No,Active,0
3638-VBZTA,68,86.50,Two year,Bank transfer (automatic),5882.75,No,Active,0
7459-IMVYU,38,69.95,Month-to-month,Electronic check,2657.55,No,Active,0
7776-QWNFX,30,50.40,Month-to-month,Bank transfer (automatic),1527.5,Yes,Churned,50.40
6689-TCZHQ,5,78.95,Month-to-month,Electronic check,378.4,Yes,Churned,78.95
8563-OYMQY,17,90.95,Month-to-month,Credit card (automatic),1612.2,No,Active,0
0754-EEBDC,4,19.90,Two year,Mailed check,76.65,No,Active,0
5777-ZPQNC,12,20.15,One year,Electronic check,260.7,No,Active,0
1951-IEYXM,72,90.60,Two year,Credit card (automatic),6441.85,No,Active,0
3318-NMQXL,3,92.00,Month-to-month,Electronic check,266.8,No,Active,0
3143-ILDAL,56,94.45,Month-to-month,Electronic check,5124.6,Yes,Churned,94.45
1022-RKXDR,41,24.85,One year,Mailed check,962.25,No,Active,0
2361-FJWNO,40,36.00,One year,Credit card (automatic),1382.9,No,Active,0
2272-UOINI,7,78.50,Month-to-month,Electronic check,571.05,No,Active,0
8232-UTFOZ,69,19.95,Two year,Credit card (automatic),1399.35,No,Active,0
3750-YHRYO,7,20.65,One year,Mailed check,150,No,Active,0
6637-KYRCV,5,30.50,Month-to-month,Electronic check,167.2,No,Active,0
5668-MEISB,72,106.10,Two year,Credit card (automatic),7657.4,No,Active,0
0129-QMPDR,44,20.50,One year,Bank transfer (automatic),865.05,No,Active,0
7188-CBBBA,65,95.50,One year,Electronic check,6153.85,No,Active,0
5356-CSVSQ,3,64.60,Month-to-month,Electronic check,174.2,No,Active,0
3221-CJMSG,24,51.10,Month-to-month,Credit card (automatic),1269.6,No,Active,0
4720-VSTSI,44,84.80,Month-to-month,Bank transfer (automatic),3862.55,Yes,Churned,84.80
3219-JQRSL,72,89.10,Two year,Credit card (automatic),6352.4,No,Active,0
2801-NISEI,24,54.95,Month-to-month,Electronic check,1348.5,No,Active,0
3946-MHCZW,1,50.90,Month-to-month,Mailed check,50.9,Yes,Churned,50.90
4623-ZKHLY,22,20.45,Month-to-month,Bank transfer (automatic),471.55,No,Active,0
6732-VAILE,70,85.95,Two year,Credit card (automatic),5931.75,No,Active,0
8201-AAXCB,25,60.35,Month-to-month,Electronic check,1404.65,No,Active,0
7696-CFTAT,37,19.80,Two year,Bank transfer (automatic),726.1,No,Active,0
1845-CSBRZ,22,85.35,Month-to-month,Bank transfer (automatic),1961.6,No,Active,0
2123-VSCOT,59,72.10,Two year,Bank transfer (automatic),4194.85,No,Active,0
6651-AZVTJ,49,99.80,Month-to-month,Electronic check,4872.45,Yes,Churned,99.80
4566-GOLUK,47,107.35,Month-to-month,Bank transfer (automatic),5118.95,Yes,Churned,107.35
2484-DGXPZ,31,19.55,Month-to-month,Mailed check,658.95,Yes,Churned,19.55
2018-QKYGT,1,81.05,Month-to-month,Electronic check,81.05,No,Active,0
2792-VPPET,3,20.50,Month-to-month,Electronic check,76.95,No,Active,0
7409-JURKQ,53,111.80,One year,Bank transfer (automatic),5809.75,No,Active,0
3247-MHJKM,1,20.20,Month-to-month,Mailed check,20.2,No,Active,0
1964-SVLEA,20,19.70,One year,Mailed check,415.9,No,Active,0
4587-NUKOX,3,79.10,Month-to-month,Electronic check,246.5,Yes,Churned,79.10
7297-DVYGA,51,19.85,One year,Bank transfer (automatic),996.95,No,Active,0
2239-CGBUZ,51,60.50,One year,Bank transfer (automatic),3145.15,No,Active,0
0854-UYHZD,13,19.55,Two year,Mailed check,265.3,No,Active,0
7243-LCGGZ,1,20.90,Month-to-month,Mailed check,20.9,No,Active,0
8267-KFGYD,1,21.05,Month-to-month,Mailed check,21.05,No,Active,0
4890-VMUAV,63,71.50,One year,Electronic check,4576.3,No,Active,0
9261-WDCAF,3,54.65,Month-to-month,Mailed check,189.1,No,Active,0
3764-MNMOI,46,19.20,Two year,Credit card (automatic),908.15,No,Active,0
7442-YGZFK,1,49.80,Month-to-month,Credit card (automatic),49.8,No,Active,0
0420-BWTPW,8,25.50,Month-to-month,Mailed check,215.2,Yes,Churned,25.50
8229-BUJHX,71,20.50,Two year,Bank transfer (automatic),1500.95,No,Active,0
7449-HVPIV,55,90.40,Month-to-month,Credit card (automatic),5099.15,No,Active,0
5504-WSIUR,70,90.25,One year,Bank transfer (automatic),6385.95,No,Active,0
8183-ONMXC,2,80.75,Month-to-month,Electronic check,159.45,Yes,Churned,80.75
8466-PZBLH,67,104.60,Two year,Bank transfer (automatic),6885.75,No,Active,0
9614-RMGHA,65,91.85,Month-to-month,Bank transfer (automatic),5940.85,Yes,Churned,91.85
8735-IJJEG,14,50.20,Month-to-month,Credit card (automatic),668.85,No,Active,0
0564-MUUQK,20,95.50,Month-to-month,Bank transfer (automatic),1916.2,No,Active,0
5054-IEXZT,1,75.35,Month-to-month,Electronic check,75.35,Yes,Churned,75.35
5834-ASPWA,1,75.45,Month-to-month,Electronic check,75.45,Yes,Churned,75.45
0701-RFGFI,49,95.40,Month-to-month,Bank transfer (automatic),4613.95,No,Active,0
0019-EFAEP,72,101.30,Two year,Bank transfer (automatic),7261.25,No,Active,0
5619-PTMIK,46,53.10,Month-to-month,Electronic check,2459.8,No,Active,0
3737-XBQDD,24,84.85,Month-to-month,Bank transfer (automatic),2048.8,No,Active,0
5882-CMAZQ,5,34.25,Month-to-month,Electronic check,163.55,No,Active,0
5846-QFDFI,33,88.60,Month-to-month,Credit card (automatic),2888.7,No,Active,0
4445-KWOKW,42,60.15,One year,Bank transfer (automatic),2421.6,No,Active,0
3511-APPBJ,23,99.95,One year,Credit card (automatic),2292.75,No,Active,0
7967-HYCDE,8,70.70,Month-to-month,Bank transfer (automatic),553.4,No,Active,0
2430-RRYUW,66,54.80,One year,Mailed check,3465.7,No,Active,0
3948-XHGNA,24,49.55,Month-to-month,Bank transfer (automatic),1210.4,Yes,Churned,49.55
3723-BFBGR,24,54.80,Month-to-month,Credit card (automatic),1291.3,No,Active,0
0565-IYCGT,69,78.60,One year,Credit card (automatic),5356.45,Yes,Churned,78.60
5447-WZAFP,53,100.30,One year,Mailed check,5200.8,No,Active,0
5110-CHOPY,60,53.60,Two year,Electronic check,3237.05,No,Active,0
5445-UTODQ,7,81.10,Month-to-month,Electronic check,576.65,Yes,Churned,81.10
4425-OWHWB,20,19.35,One year,Credit card (automatic),433.75,No,Active,0
7892-QVYKW,23,85.60,Month-to-month,Electronic check,1868.4,No,Active,0
9675-ICXCT,72,80.80,Two year,Electronic check,5728.55,No,Active,0
1024-VRZHF,11,74.95,Month-to-month,Electronic check,825.7,Yes,Churned,74.95
4703-MQYKT,21,19.60,Two year,Mailed check,390.4,No,Active,0
9497-QCMMS,1,93.55,Month-to-month,Electronic check,93.55,Yes,Churned,93.55
5692-ICXLW,31,90.70,Month-to-month,Electronic check,2845.15,No,Active,0
0602-DDUML,57,69.75,Two year,Mailed check,3894.4,No,Active,0
2208-MPXIO,45,20.00,Two year,Bank transfer (automatic),886.4,No,Active,0
1960-UYCNN,10,95.25,Month-to-month,Electronic check,1021.55,No,Active,0
0348-SDKOL,58,102.10,Month-to-month,Credit card (automatic),5885.4,Yes,Churned,102.10
3190-FZATL,14,19.95,Month-to-month,Mailed check,268.4,No,Active,0
7336-RLLRH,27,80.85,One year,Mailed check,2204.35,No,Active,0
4373-MAVJG,14,90.90,Month-to-month,Bank transfer (automatic),1259,Yes,Churned,90.90
8901-HJXTF,12,29.20,Month-to-month,Mailed check,309.1,Yes,Churned,29.20
7710-JSYOA,69,93.30,Two year,Bank transfer (automatic),6398.05,No,Active,0
5419-KLXBN,25,89.15,Month-to-month,Bank transfer (automatic),2257.75,Yes,Churned,89.15
3424-NMNBO,58,108.85,One year,Electronic check,6287.25,Yes,Churned,108.85
9885-MFVSU,35,46.35,Two year,Credit card (automatic),1662.05,No,Active,0
4514-GFCFI,16,84.75,Month-to-month,Electronic check,1350.15,Yes,Churned,84.75
0607-MVMGC,45,78.75,One year,Credit card (automatic),3600.65,No,Active,0
3365-SAIGS,17,83.55,Month-to-month,Electronic check,1329.15,No,Active,0
9828-AOQLM,1,45.70,Month-to-month,Electronic check,45.7,Yes,Churned,45.70
8022-BECSI,22,19.60,One year,Mailed check,422.5,No,Active,0
8000-REIQB,1,69.95,Month-to-month,Electronic check,69.95,Yes,Churned,69.95
9993-LHIEB,67,67.85,Two year,Mailed check,4627.65,No,Active,0
0266-CLZKZ,67,105.65,Two year,Bank transfer (automatic),6717.9,No,Active,0
7615-ESMYF,2,44.60,Month-to-month,Electronic check,97.1,Yes,Churned,44.60
3858-VOBET,23,74.95,Month-to-month,Electronic check,1710.45,Yes,Churned,74.95
7020-OZKXZ,9,75.50,Month-to-month,Credit card (automatic),637.4,No,Active,0
3977-QCRSL,5,20.15,Month-to-month,Mailed check,117.95,No,Active,0
0017-DINOC,54,45.20,Two year,Credit card (automatic),2460.55,No,Active,0
1447-PJGGA,57,95.25,Two year,Electronic check,5464.65,Yes,Churned,95.25
8565-CLBZW,24,89.85,Month-to-month,Mailed check,2165.05,Yes,Churned,89.85
9139-WQQDY,49,100.45,One year,Mailed check,4941.8,Yes,Churned,100.45
0224-HJAPT,5,47.15,Month-to-month,Electronic check,223.15,Yes,Churned,47.15
8086-OVPWV,2,80.20,Month-to-month,Electronic check,181.1,Yes,Churned,80.20
9430-FRQOC,4,87.10,Month-to-month,Mailed check,341.45,Yes,Churned,87.10
7639-OPLNG,70,79.25,Two year,Bank transfer (automatic),5731.85,No,Active,0
3074-GQWYX,5,75.90,Month-to-month,Bank transfer (automatic),357.75,Yes,Churned,75.90
1492-QGCLU,53,85.70,Month-to-month,Electronic check,4616.1,No,Active,0
6845-RGTYS,47,98.75,Month-to-month,Electronic check,4533.7,Yes,Churned,98.75
7328-OWMOM,31,20.10,One year,Credit card (automatic),589.25,No,Active,0
4418-LZMSV,13,61.80,Month-to-month,Bank transfer (automatic),750.1,No,Active,0
5155-AZQPB,28,49.90,Month-to-month,Mailed check,1410.25,No,Active,0
8861-HGGKB,10,86.45,Month-to-month,Electronic check,830.85,Yes,Churned,86.45
1087-GRUYI,38,20.40,Two year,Bank transfer (automatic),743.5,No,Active,0
7065-YUNRY,1,45.30,Month-to-month,Mailed check,45.3,Yes,Churned,45.30
7694-VLBWQ,67,104.10,One year,Electronic check,7040.85,Yes,Churned,104.10
2546-KZAAT,52,75.40,One year,Mailed check,3865.45,No,Active,0
0181-RITDD,62,108.15,Two year,Mailed check,6825.65,No,Active,0
5989-PGKJB,16,86.25,Month-to-month,Electronic check,1340.1,No,Active,0
4795-KTRTH,5,81.00,Month-to-month,Electronic check,371.65,Yes,Churned,81.00
8272-ONJLV,12,95.70,One year,Electronic check,1184,No,Active,0
1488-PBLJN,72,116.85,Two year,Bank transfer (automatic),8477.7,No,Active,0
0308-GIQJT,71,105.75,One year,Bank transfer (automatic),7382.85,No,Active,0
3778-FOAQW,24,20.15,One year,Mailed check,456.85,No,Active,0
4452-ROHMO,15,19.60,Two year,Mailed check,331.6,No,Active,0
6481-OGDOO,67,90.60,One year,Credit card (automatic),6056.15,Yes,Churned,90.60
3090-LETTY,2,60.95,Month-to-month,Bank transfer (automatic),134.6,No,Active,0
5349-AZPEW,5,25.05,Month-to-month,Mailed check,125.5,No,Active,0
3753-TSEMP,15,88.15,Month-to-month,Electronic check,1390.6,Yes,Churned,88.15
8305-VHZBZ,1,20.20,Month-to-month,Mailed check,20.2,Yes,Churned,20.20
9720-JJJOR,41,60.30,One year,Bank transfer (automatic),2511.3,No,Active,0
8100-HZZLJ,43,63.95,Month-to-month,Electronic check,2737.05,No,Active,0
8775-ERLNB,1,74.30,Month-to-month,Electronic check,74.3,No,Active,0
8309-IEYJD,1,70.60,Month-to-month,Mailed check,70.6,No,Active,0
9172-JITSM,26,90.80,Month-to-month,Electronic check,2361.8,Yes,Churned,90.80
6298-QDFNH,22,79.35,Month-to-month,Electronic check,1730.35,Yes,Churned,79.35
7398-HPYZQ,71,90.55,Two year,Bank transfer (automatic),6404,No,Active,0
3546-GHEAE,7,19.45,Two year,Mailed check,165.35,No,Active,0
7361-YPXFS,28,64.45,Month-to-month,Bank transfer (automatic),1867.6,No,Active,0
6557-BZXLQ,16,69.65,Month-to-month,Electronic check,1043.3,No,Active,0
2550-QHZGP,7,19.50,One year,Mailed check,128.6,No,Active,0
7519-JTWQH,69,110.50,Two year,Bank transfer (automatic),7455.45,No,Active,0
2538-OIMXF,1,24.70,Month-to-month,Mailed check,24.7,No,Active,0
8543-MSDMF,3,77.40,Month-to-month,Electronic check,206.15,No,Active,0
9961-JBNMK,21,96.80,Month-to-month,Bank transfer (automatic),2030.3,Yes,Churned,96.80
1170-SASML,69,85.40,Month-to-month,Bank transfer (automatic),5869.4,No,Active,0
4872-JCVCA,71,47.60,Two year,Bank transfer (automatic),3377.8,No,Active,0
5346-BZCHP,69,19.40,Two year,Mailed check,1346.2,No,Active,0
2038-LLMLM,48,103.85,Month-to-month,Electronic check,4946.05,No,Active,0
6173-ITPWD,47,83.35,Month-to-month,Bank transfer (automatic),4065,Yes,Churned,83.35
9734-UYXQI,2,49.40,Month-to-month,Electronic check,106.55,Yes,Churned,49.40
1216-BGTSP,45,108.45,Month-to-month,Credit card (automatic),4964.7,No,Active,0
4138-NAXED,51,81.00,Month-to-month,Bank transfer (automatic),4085.75,No,Active,0
2189-UXTKY,22,79.20,Month-to-month,Electronic check,1742.75,Yes,Churned,79.20
0744-BIKKF,72,86.65,Two year,Bank transfer (automatic),6224.8,No,Active,0
7483-IQWIB,37,92.95,Month-to-month,Electronic check,3415.25,No,Active,0
5248-KWLAR,71,90.35,Two year,Electronic check,6325.25,No,Active,0
4958-GZWIY,7,48.70,Month-to-month,Electronic check,340.25,Yes,Churned,48.70
7996-MHXLW,66,25.15,Two year,Credit card (automatic),1683.6,No,Active,0
7833-PKIHD,51,76.40,One year,Bank transfer (automatic),3966.3,No,Active,0
7061-OVMIM,30,19.55,One year,Bank transfer (automatic),608.5,No,Active,0
5153-RTHKF,34,85.35,Month-to-month,Electronic check,2896.6,No,Active,0
1852-QSWCD,64,24.80,Two year,Mailed check,1514.85,No,Active,0
4832-VRBMR,65,103.15,One year,Bank transfer (automatic),6792.45,No,Active,0
9079-LWTFD,47,100.75,Month-to-month,Mailed check,4669.2,No,Active,0
6356-ELRKD,1,95.60,Month-to-month,Electronic check,95.6,Yes,Churned,95.60
8624-GIOUT,49,59.75,Month-to-month,Credit card (automatic),2934.3,Yes,Churned,59.75
3392-EHMNK,67,94.10,Two year,Credit card (automatic),6302.8,No,Active,0
5986-WWXDV,39,19.35,One year,Bank transfer (automatic),779.2,No,Active,0
3061-BCKYI,14,19.90,Month-to-month,Mailed check,283.75,No,Active,0
6179-GJPSO,43,108.15,Month-to-month,Credit card (automatic),4600.7,Yes,Churned,108.15
7901-TBKJX,56,101.05,Month-to-month,Electronic check,5594,No,Active,0
7228-PAQPD,14,59.10,One year,Credit card (automatic),772.85,No,Active,0
3177-LASXD,1,71.35,Month-to-month,Electronic check,71.35,Yes,Churned,71.35
7746-QYVCO,16,55.85,One year,Mailed check,857.8,No,Active,0
5804-HYIEZ,70,106.05,Month-to-month,Electronic check,7554.05,No,Active,0
9919-FZDED,72,84.10,Two year,Credit card (automatic),5981.65,No,Active,0
5934-TSSAU,23,75.30,Month-to-month,Credit card (automatic),1702.9,No,Active,0
3486-KHMLI,21,24.70,Month-to-month,Mailed check,467.15,No,Active,0
4897-QSUYC,1,20.15,Month-to-month,Mailed check,20.15,Yes,Churned,20.15
1084-UQCHV,1,69.75,Month-to-month,Bank transfer (automatic),69.75,Yes,Churned,69.75
8290-YWKHZ,32,93.20,Month-to-month,Electronic check,2931,Yes,Churned,93.20
2955-BJZHG,17,80.85,Month-to-month,Electronic check,1400.85,Yes,Churned,80.85
3806-DXQOM,4,33.65,Month-to-month,Electronic check,137.85,Yes,Churned,33.65
6784-XYJAE,36,55.80,One year,Electronic check,1941.5,No,Active,0
3933-DQPWX,50,39.70,Two year,Credit card (automatic),1932.75,No,Active,0
6661-EIPZC,48,29.50,Month-to-month,Credit card (automatic),1423.05,No,Active,0
8957-THMOA,50,20.15,Two year,Credit card (automatic),970.85,No,Active,0
2251-PYLPB,72,79.55,Two year,Credit card (automatic),5810.9,No,Active,0
5555-RNPGT,10,24.80,Month-to-month,Credit card (automatic),223.9,No,Active,0
1057-FOGLZ,18,19.65,Month-to-month,Mailed check,391.7,No,Active,0
9300-RENDD,1,79.95,Month-to-month,Electronic check,79.95,Yes,Churned,79.95
0761-AETCS,1,19.30,Month-to-month,Electronic check,19.3,Yes,Churned,19.30
8087-LGYHQ,9,94.05,Month-to-month,Electronic check,811.65,No,Active,0
4137-BTIKL,2,90.75,Month-to-month,Mailed check,174.75,No,Active,0
2190-BCXEC,40,78.85,Month-to-month,Credit card (automatic),3126.85,No,Active,0
6227-FBDXH,69,99.50,One year,Bank transfer (automatic),6841.45,No,Active,0
2153-MREFK,37,99.20,One year,Electronic check,3754.6,Yes,Churned,99.20
2911-WDXMV,18,80.55,Month-to-month,Credit card (automatic),1406.65,No,Active,0
7206-PQBBZ,11,70.20,Month-to-month,Electronic check,834.7,No,Active,0
3106-ULWFW,8,85.20,Month-to-month,Credit card (automatic),627.4,Yes,Churned,85.20
0925-VYDLG,3,75.25,Month-to-month,Electronic check,242,Yes,Churned,75.25
4547-FZJWE,55,59.45,One year,Credit card (automatic),3157,No,Active,0
7422-WNBTY,33,93.35,Month-to-month,Electronic check,3092,No,Active,0
0842-IWYCP,46,44.95,Month-to-month,Bank transfer (automatic),2168.9,No,Active,0
3521-HTQTV,34,26.10,Two year,Bank transfer (automatic),980.35,No,Active,0
3744-ZBHON,3,20.20,Month-to-month,Electronic check,65.95,No,Active,0
3373-DIUUN,30,21.25,Two year,Mailed check,711.9,No,Active,0
8383-SGHJU,33,59.40,One year,Electronic check,1952.8,No,Active,0
7607-QKKTJ,45,95.00,One year,Credit card (automatic),4368.85,No,Active,0
